オムロン,H3CR-A,timer,AC100-240V/DC100-125V ・ AC24-48V/DC12-48V,制御出力AC250V/DC30V5A(抵抗負荷cosφ=1)/DC125V0.15A/最小適用負荷DC5V10mA(P水準・参考値)/接点材質Ag合金/復帰時間0.1s以下/セット誤差±5%(最大目盛りに対する割合)±50ms以下,"コイル:2,10 / 制御入力:5,6,7 / 限時接点1:1,3,4 / 限時接点2:11,8,9",2c(限時),8動作マルチタイマ(オンディレー/フリッカオフスタート/フリッカオンスタート/信号オン・オフディレー/信号オフディレー/インターバル/信号オン・オフディレー/ワンショット出力の8モードを動作モード切換スイッチで選択)、接点出力(リレー2c・限時)、無電圧入力(リセット/スタート/ゲート)、11ピン。時間レンジ0.05秒~300時間(24種類、目盛数字1.2/3/12/30×sec/×10s/min/×10m/hrs/×10hの組合せ)から選択。0設定で瞬時出力しシーケンスチェックが容易。H3CR-A.pdf(H3CR-Aカタログ)よりオムロン ソリッドステート・タイマ 形H3CRシリーズ(表面取付・プラグイン端子)。電源電圧は複数選択肢の中から注文時指定(1台1電圧)。接続ソケット別売(11ピン用P2CF-11等、8ピン用P2CF-08等)。端子配置はカタログ「端子配置」ページの図(BOTTOM VIEW)より。詳細な入出力配線・動作モード切替方法は各カタログ本紙参照。端子はカタログ図(BOTTOM VIEW相当のソケット配置図)より。制御入力=5ゲート/6スタート/7リセット(共通は電源の2)。コイル=電源(2:-/~・10:+/~),オムロン H3CR-A p.6(端子配置),https://drive.google.com/file/d/1evJpuJMcVrOYkphbj1om0ZjehIsLcbwK/view
オムロン,H3CR-AP,timer,AC100-240V/DC100-125V ・ AC24-48V/DC12-48V,制御出力AC250V/DC30V5A(抵抗負荷cosφ=1)/最小適用負荷DC5V10mA(P水準・参考値)/接点材質Ag合金/復帰時間0.1s以下,"コイル:2,10 / 制御入力:6,7 / 限時接点1:1,3,4 / 限時接点2:11,8,9",2c(限時),8動作マルチタイマ、接点出力(リレー2c・限時)、スタート入力が電圧入力(AC85~264V/DC85~137.5V等)というH3CR-Aとの差異あり、11ピン。時間レンジは形H3CR-Aと同じ0.05秒~300時間から選択。タイマ用電源と入力用電源は別でも可。⑤はアキ端子。H3CR-A.pdf(H3CR-Aカタログ)よりオムロン ソリッドステート・タイマ 形H3CRシリーズ(表面取付・プラグイン端子)。電源電圧は複数選択肢の中から注文時指定(1台1電圧)。接続ソケット別売(11ピン用P2CF-11等、8ピン用P2CF-08等)。端子配置はカタログ「端子配置」ページの図(BOTTOM VIEW)より。詳細な入出力配線・動作モード切替方法は各カタログ本紙参照。端子はカタログ図(BOTTOM VIEW相当のソケット配置図)より。制御入力=6・7のスタート入力(電圧入力)。⑤はアキ端子。コイル=電源(2:-/~・10:+/~),オムロン H3CR-A p.6(端子配置),https://drive.google.com/file/d/1evJpuJMcVrOYkphbj1om0ZjehIsLcbwK/view
オムロン,H3CR-AS,timer,AC24-48V/DC12-48V,制御出力トランジスタ出力NPNオープンコレクタDC30Vmax・100mAmax・残留電圧2V以下/復帰時間0.1s以下,"コイル:2,10 / 制御入力:5,6,7 / トランジスタ出力:9,11",-(トランジスタ出力1点・限時),8動作マルチタイマ、トランジスタ出力(限時)、無電圧入力(リセット/スタート/ゲート)、11ピン。時間レンジは形H3CR-Aと同じ0.05秒~300時間から選択。①③④⑧はアキ端子、②⑤⑥⑦⑩については形H3CR-Aと同じ。H3CR-A.pdf(H3CR-Aカタログ)よりオムロン ソリッドステート・タイマ 形H3CRシリーズ(表面取付・プラグイン端子)。電源電圧は複数選択肢の中から注文時指定(1台1電圧)。接続ソケット別売(11ピン用P2CF-11等、8ピン用P2CF-08等)。端子配置はカタログ「端子配置」ページの図(BOTTOM VIEW)より。詳細な入出力配線・動作モード切替方法は各カタログ本紙参照。端子はカタログ図(BOTTOM VIEW相当のソケット配置図)より。制御入力=5ゲート/6スタート/7リセット。トランジスタ出力は9・11(接点ではない)。コイル=電源(2:-/~・10:+/~),オムロン H3CR-A p.6(端子配置),https://drive.google.com/file/d/1evJpuJMcVrOYkphbj1om0ZjehIsLcbwK/view
オムロン,H3CR-A8,timer,AC100-240V/DC100-125V ・ AC24-48V/DC12-48V,制御出力AC250V/DC30V5A(抵抗負荷cosφ=1)/DC125V0.15A/最小適用負荷DC5V10mA(P水準・参考値)/接点材質Ag合金/復帰時間0.1s以下,"コイル:2,7 / 限時接点1:1,3,4 / 限時接点2:8,5,6",2c(限時),5動作マルチタイマ(オンディレー/フリッカオフスタート/フリッカオンスタート/インターバル/ワンショット出力の5モード、電源スタート方式)、接点出力(リレー2c・限時)、入力機能なし、8ピン。時間レンジは形H3CR-Aと同じ0.05秒~300時間から選択。首下75mmと短胴化(専用ソケット形P3G-08使用時)。H3CR-A.pdf(H3CR-Aカタログ)よりオムロン ソリッドステート・タイマ 形H3CRシリーズ(表面取付・プラグイン端子)。電源電圧は複数選択肢の中から注文時指定(1台1電圧)。接続ソケット別売(11ピン用P2CF-11等、8ピン用P2CF-08等)。端子配置はカタログ「端子配置」ページの図(BOTTOM VIEW)より。詳細な入出力配線・動作モード切替方法は各カタログ本紙参照。端子はカタログ図(BOTTOM VIEW相当のソケット配置図)より。コイル=電源(2:-/~・7:+/~),オムロン H3CR-A p.6(端子配置),https://drive.google.com/file/d/1evJpuJMcVrOYkphbj1om0ZjehIsLcbwK/view
オムロン,H3CR-A8E,timer,AC100-240V/DC100-125V ・ AC/DC24-48V,制御出力AC250V/DC30V5A(抵抗負荷cosφ=1)/DC125V0.15A/最小適用負荷DC5V10mA(P水準・参考値)/接点材質AgSnIn(限時接点・瞬時接点の2系統を1台に搭載)/復帰時間0.1s以下,"コイル:2,7 / 瞬時接点:1,3,4 / 限時接点:8,5,6",2c(限時+瞬時混在),5動作マルチタイマ、接点出力(リレー2c・限時+瞬時)、入力機能なし、8ピン。時間レンジは形H3CR-Aと同じ0.05秒~300時間から選択。瞬時接点と限時接点でピン配置が分かれる(カタログ端子配置図参照、瞬時接点/限時接点の詳細配線は個別確認要)。H3CR-A.pdf(H3CR-Aカタログ)よりオムロン ソリッドステート・タイマ 形H3CRシリーズ(表面取付・プラグイン端子)。電源電圧は複数選択肢の中から注文時指定(1台1電圧)。接続ソケット別売(11ピン用P2CF-11等、8ピン用P2CF-08等)。端子配置はカタログ「端子配置」ページの図(BOTTOM VIEW)より。詳細な入出力配線・動作モード切替方法は各カタログ本紙参照。端子はカタログ図(BOTTOM VIEW相当のソケット配置図)より。コイル=電源(2:-/~・7:+/~)。瞬時1組(1・3・4)・限時1組(8・5・6),オムロン H3CR-A p.6(端子配置),https://drive.google.com/file/d/1evJpuJMcVrOYkphbj1om0ZjehIsLcbwK/view
オムロン,H3CR-A8S,timer,AC24-48V/DC12-48V,制御出力トランジスタ出力NPNオープンコレクタDC30Vmax・100mAmax・残留電圧2V以下/復帰時間0.1s以下,"コイル:2,7 / トランジスタ出力:6,8",-(トランジスタ出力1点・限時),5動作マルチタイマ、トランジスタ出力(限時)、入力機能なし、8ピン。時間レンジは形H3CR-Aと同じ0.05秒~300時間から選択。①③④⑤はアキ端子、②⑦については形H3CR-A8と同じ。H3CR-A.pdf(H3CR-Aカタログ)よりオムロン ソリッドステート・タイマ 形H3CRシリーズ(表面取付・プラグイン端子)。電源電圧は複数選択肢の中から注文時指定(1台1電圧)。接続ソケット別売(11ピン用P2CF-11等、8ピン用P2CF-08等)。端子配置はカタログ「端子配置」ページの図(BOTTOM VIEW)より。詳細な入出力配線・動作モード切替方法は各カタログ本紙参照。端子はカタログ図(BOTTOM VIEW相当のソケット配置図)より。トランジスタ出力は6・8(接点ではない)。コイル=電源(2:-/~・7:+/~),オムロン H3CR-A p.6(端子配置),https://drive.google.com/file/d/1evJpuJMcVrOYkphbj1om0ZjehIsLcbwK/view
オムロン,H3CR-F,timer,AC100-240V/DC100-125V ・ AC24-48V/DC12-48V,制御出力AC250V/DC30V5A(抵抗負荷cosφ=1)/最小適用負荷DC5V10mA(P水準・参考値)/接点材質Ag合金/復帰時間0.1s以下/切換誤差±(切替時間の25%+5ms)以下,"コイル:2,10 / 限時接点1:1,3,4 / 限時接点2:11,8,9",2c,ツインタイマ(ON時間・OFF時間を個別設定可能)、フリッカオフスタート、接点出力(リレー2c)、11ピン。時間レンジ0.05秒~300時間(24種類)から選択、ON時間・OFF時間は独立設定可能。8ピンタイプ(形H3CR-F8)と機能は同じで形H3CR-A(11ピンタイプ)と同じソケット使用可。H3CR-F -G -H.pdf(H3CR-F/-G/-Hカタログ)よりオムロン ソリッドステート・タイマ 形H3CRシリーズ(表面取付・プラグイン端子)。電源電圧は複数選択肢の中から注文時指定(1台1電圧)。接続ソケット別売(11ピン用P2CF-11等、8ピン用P2CF-08等)。端子配置はカタログ「端子配置」ページの図(BOTTOM VIEW)より。詳細な入出力配線・動作モード切替方法は各カタログ本紙参照。端子はカタログ図(BOTTOM VIEW相当のソケット配置図)より。⑤⑥⑦はアキ端子。コイル=電源(2:-/~・10:+/~),オムロン H3CR-F/-G/-H p.4(端子配置),https://drive.google.com/file/d/1f9w05plDoH5QStxpA-UteTWu-PVAP9Kg/view
オムロン,H3CR-FN,timer,AC100-240V/DC100-125V ・ AC24-48V/DC12-48V,制御出力AC250V/DC30V5A(抵抗負荷cosφ=1)/最小適用負荷DC5V10mA(P水準・参考値)/接点材質Ag合金/復帰時間0.1s以下/切換誤差±(切替時間の25%+5ms)以下,"コイル:2,10 / 限時接点1:1,3,4 / 限時接点2:11,8,9",2c,ツインタイマ(ON時間・OFF時間を個別設定可能)、フリッカオンスタート、接点出力(リレー2c)、11ピン。時間レンジ0.05秒~300時間(24種類)から選択、ON時間・OFF時間は独立設定可能。形H3CR-Fとの違いは起動時フリッカ動作の開始状態(オンスタート)。H3CR-F -G -H.pdf(H3CR-F/-G/-Hカタログ)よりオムロン ソリッドステート・タイマ 形H3CRシリーズ(表面取付・プラグイン端子)。電源電圧は複数選択肢の中から注文時指定(1台1電圧)。接続ソケット別売(11ピン用P2CF-11等、8ピン用P2CF-08等)。端子配置はカタログ「端子配置」ページの図(BOTTOM VIEW)より。詳細な入出力配線・動作モード切替方法は各カタログ本紙参照。端子はカタログ図(BOTTOM VIEW相当のソケット配置図)より。⑤⑥⑦はアキ端子。コイル=電源(2:-/~・10:+/~),オムロン H3CR-F/-G/-H p.4(端子配置),https://drive.google.com/file/d/1f9w05plDoH5QStxpA-UteTWu-PVAP9Kg/view
オムロン,H3CR-G8L,timer,AC100/110/120V ・ AC200/220/240V,制御出力AC250V/DC30V5A(抵抗負荷cosφ=1)/最小適用負荷DC5V10mA(P水準・参考値)/接点材質Ag合金/復帰時間0.1s以下,"コイル:2,7 / 限時接点:5,6,8",1c(人接点)+1c(Δ接点),スターデルタタイマ(人=スター接点/Δ=デルタ接点の切換出力)、接点出力(リレー、人接点+Δ接点)、AC電源専用、8ピン。セット時間範囲0.5~120s(目盛数字6/12/60/120)。人-Δ切換時間は0.05s/0.1s/0.25s/0.5s/0.75s/1.0sより選択。電源電圧AC専用(DC仕様なし)。①③④はアキ端子。H3CR-F -G -H.pdf(H3CR-F/-G/-Hカタログ)よりオムロン ソリッドステート・タイマ 形H3CRシリーズ(表面取付・プラグイン端子)。電源電圧は複数選択肢の中から注文時指定(1台1電圧)。接続ソケット別売(11ピン用P2CF-11等、8ピン用P2CF-08等)。端子配置はカタログ「端子配置」ページの図(BOTTOM VIEW)より。詳細な入出力配線・動作モード切替方法は各カタログ本紙参照。端子はカタログ図(BOTTOM VIEW相当のソケット配置図)より。8は人接点・Δ接点の共通端子/5=人接点側/6=Δ接点側(カタログ図より)。コイル=電源(2・7),オムロン H3CR-F/-G/-H p.11(端子配置),https://drive.google.com/file/d/1f9w05plDoH5QStxpA-UteTWu-PVAP9Kg/view
オムロン,H3CR-G8EL,timer,AC100/110/120V ・ AC200/220/240V,制御出力AC250V/DC30V5A(抵抗負荷cosφ=1)/最小適用負荷DC5V10mA(P水準・参考値)/接点材質Ag合金/復帰時間0.1s以下,"コイル:2,7 / 限時接点:5,6,8 / 瞬時接点:1,3",1c(人接点)+1c(Δ接点)+瞬時接点,スターデルタタイマ、接点出力(リレー、人接点+Δ接点+瞬時接点)、AC電源専用、8ピン。セット時間範囲・人-Δ切換時間は形H3CR-G8Lと同じ。瞬時接点(電源投入時に動作)を追加搭載。④はアキ端子。H3CR-F -G -H.pdf(H3CR-F/-G/-Hカタログ)よりオムロン ソリッドステート・タイマ 形H3CRシリーズ(表面取付・プラグイン端子)。電源電圧は複数選択肢の中から注文時指定(1台1電圧)。接続ソケット別売(11ピン用P2CF-11等、8ピン用P2CF-08等)。端子配置はカタログ「端子配置」ページの図(BOTTOM VIEW)より。詳細な入出力配線・動作モード切替方法は各カタログ本紙参照。端子はカタログ図(BOTTOM VIEW相当のソケット配置図)より。8は人接点・Δ接点の共通端子/5=人接点側/6=Δ接点側/瞬時接点は1・3(カタログ図より)。コイル=電源(2・7),オムロン H3CR-F/-G/-H p.11(端子配置),https://drive.google.com/file/d/1f9w05plDoH5QStxpA-UteTWu-PVAP9Kg/view
