三菱電機,GT2715-XTBA,hmi,AC,-,-,-,三菱グラフィックオペレーションターミナル(タッチパネル表示器)GOT2000シリーズGT27モデル。画面サイズ15型/TFTカラー液晶65536色/解像度XGA(1024×768)。標準インタフェース:Ethernet・RS-232・RS-422/485・USBホスト(USB-A)2ch(ホワイトモデルは1ch)・USBデバイス(USB Mini-B)1ch・SDメモリカードインタフェース。拡張インタフェース:CC-Link IE TSN・CC-Link IE Control・CC-Link IE Field・CC-Link・Bus・MELSECNET/H。ユーザメモリ:格納用ROM57MB・動作用RAM256MB。マルチタッチ・ジェスチャ機能搭載モデル、映像録画/動画再生/ビデオ入力/RGB入出力対応(GT2705を除く)。電源タイプ:AC(具体的な定格電圧値は三菱総合カタログ本紙に記載なくGOT2000シリーズ専用カタログ・マニュアル要確認)。新規種別が必要(タッチパネル/表示器用の種別コードが未定義のため備考に既存スキーマの代替として記載)。総合カタログ(三菱総合カタログ)E-3・E-5より
三菱電機,GT2715-XTBD,hmi,DC,-,-,-,三菱グラフィックオペレーションターミナル(タッチパネル表示器)GOT2000シリーズGT27モデル。画面サイズ15型/TFTカラー液晶65536色/解像度XGA(1024×768)。標準インタフェース:Ethernet・RS-232・RS-422/485・USBホスト(USB-A)2ch(ホワイトモデルは1ch)・USBデバイス(USB Mini-B)1ch・SDメモリカードインタフェース。拡張インタフェース:CC-Link IE TSN・CC-Link IE Control・CC-Link IE Field・CC-Link・Bus・MELSECNET/H。ユーザメモリ:格納用ROM57MB・動作用RAM256MB。マルチタッチ・ジェスチャ機能搭載モデル、映像録画/動画再生/ビデオ入力/RGB入出力対応(GT2705を除く)。電源タイプ:DC(具体的な定格電圧値は三菱総合カタログ本紙に記載なくGOT2000シリーズ専用カタログ・マニュアル要確認)。新規種別が必要(タッチパネル/表示器用の種別コードが未定義のため備考に既存スキーマの代替として記載)。総合カタログ(三菱総合カタログ)E-3・E-5より
三菱電機,GT2712-STBA,hmi,AC,-,-,-,三菱グラフィックオペレーションターミナル(タッチパネル表示器)GOT2000シリーズGT27モデル。画面サイズ12.1型/TFTカラー液晶65536色/解像度SVGA(800×600)。標準インタフェース:Ethernet・RS-232・RS-422/485・USBホスト(USB-A)2ch(ホワイトモデルは1ch)・USBデバイス(USB Mini-B)1ch・SDメモリカードインタフェース。拡張インタフェース:CC-Link IE TSN・CC-Link IE Control・CC-Link IE Field・CC-Link・Bus・MELSECNET/H。ユーザメモリ:格納用ROM57MB・動作用RAM256MB。マルチタッチ・ジェスチャ機能搭載モデル、映像録画/動画再生/ビデオ入力/RGB入出力対応(GT2705を除く)。電源タイプ:AC(具体的な定格電圧値は三菱総合カタログ本紙に記載なくGOT2000シリーズ専用カタログ・マニュアル要確認)。新規種別が必要(タッチパネル/表示器用の種別コードが未定義のため備考に既存スキーマの代替として記載)。総合カタログ(三菱総合カタログ)E-3・E-5より
三菱電機,GT2712-STBD,hmi,DC,-,-,-,三菱グラフィックオペレーションターミナル(タッチパネル表示器)GOT2000シリーズGT27モデル。画面サイズ12.1型/TFTカラー液晶65536色/解像度SVGA(800×600)。標準インタフェース:Ethernet・RS-232・RS-422/485・USBホスト(USB-A)2ch(ホワイトモデルは1ch)・USBデバイス(USB Mini-B)1ch・SDメモリカードインタフェース。拡張インタフェース:CC-Link IE TSN・CC-Link IE Control・CC-Link IE Field・CC-Link・Bus・MELSECNET/H。ユーザメモリ:格納用ROM57MB・動作用RAM256MB。マルチタッチ・ジェスチャ機能搭載モデル、映像録画/動画再生/ビデオ入力/RGB入出力対応(GT2705を除く)。電源タイプ:DC(具体的な定格電圧値は三菱総合カタログ本紙に記載なくGOT2000シリーズ専用カタログ・マニュアル要確認)。新規種別が必要(タッチパネル/表示器用の種別コードが未定義のため備考に既存スキーマの代替として記載)。総合カタログ(三菱総合カタログ)E-3・E-5より
三菱電機,GT2712-STWA,hmi,AC,-,-,-,三菱グラフィックオペレーションターミナル(タッチパネル表示器)GOT2000シリーズGT27モデル。画面サイズ12.1型/TFTカラー液晶65536色/解像度SVGA(800×600)。ホワイトモデル(USBホストは1ch)。標準インタフェース:Ethernet・RS-232・RS-422/485・USBホスト(USB-A)2ch(ホワイトモデルは1ch)・USBデバイス(USB Mini-B)1ch・SDメモリカードインタフェース。拡張インタフェース:CC-Link IE TSN・CC-Link IE Control・CC-Link IE Field・CC-Link・Bus・MELSECNET/H。ユーザメモリ:格納用ROM57MB・動作用RAM256MB。マルチタッチ・ジェスチャ機能搭載モデル、映像録画/動画再生/ビデオ入力/RGB入出力対応(GT2705を除く)。電源タイプ:AC(具体的な定格電圧値は三菱総合カタログ本紙に記載なくGOT2000シリーズ専用カタログ・マニュアル要確認)。新規種別が必要(タッチパネル/表示器用の種別コードが未定義のため備考に既存スキーマの代替として記載)。総合カタログ(三菱総合カタログ)E-3・E-5より
三菱電機,GT2712-STWD,hmi,DC,-,-,-,三菱グラフィックオペレーションターミナル(タッチパネル表示器)GOT2000シリーズGT27モデル。画面サイズ12.1型/TFTカラー液晶65536色/解像度SVGA(800×600)。ホワイトモデル(USBホストは1ch)。標準インタフェース:Ethernet・RS-232・RS-422/485・USBホスト(USB-A)2ch(ホワイトモデルは1ch)・USBデバイス(USB Mini-B)1ch・SDメモリカードインタフェース。拡張インタフェース:CC-Link IE TSN・CC-Link IE Control・CC-Link IE Field・CC-Link・Bus・MELSECNET/H。ユーザメモリ:格納用ROM57MB・動作用RAM256MB。マルチタッチ・ジェスチャ機能搭載モデル、映像録画/動画再生/ビデオ入力/RGB入出力対応(GT2705を除く)。電源タイプ:DC(具体的な定格電圧値は三菱総合カタログ本紙に記載なくGOT2000シリーズ専用カタログ・マニュアル要確認)。新規種別が必要(タッチパネル/表示器用の種別コードが未定義のため備考に既存スキーマの代替として記載)。総合カタログ(三菱総合カタログ)E-3・E-5より
三菱電機,GT2710-STBA,hmi,AC,-,-,-,三菱グラフィックオペレーションターミナル(タッチパネル表示器)GOT2000シリーズGT27モデル。画面サイズ10.4型/TFTカラー液晶65536色/解像度SVGA(800×600)。標準インタフェース:Ethernet・RS-232・RS-422/485・USBホスト(USB-A)2ch(ホワイトモデルは1ch)・USBデバイス(USB Mini-B)1ch・SDメモリカードインタフェース。拡張インタフェース:CC-Link IE TSN・CC-Link IE Control・CC-Link IE Field・CC-Link・Bus・MELSECNET/H。ユーザメモリ:格納用ROM57MB・動作用RAM256MB。マルチタッチ・ジェスチャ機能搭載モデル、映像録画/動画再生/ビデオ入力/RGB入出力対応(GT2705を除く)。電源タイプ:AC(具体的な定格電圧値は三菱総合カタログ本紙に記載なくGOT2000シリーズ専用カタログ・マニュアル要確認)。新規種別が必要(タッチパネル/表示器用の種別コードが未定義のため備考に既存スキーマの代替として記載)。総合カタログ(三菱総合カタログ)E-3・E-5より
三菱電機,GT2710-STBD,hmi,DC,-,-,-,三菱グラフィックオペレーションターミナル(タッチパネル表示器)GOT2000シリーズGT27モデル。画面サイズ10.4型/TFTカラー液晶65536色/解像度SVGA(800×600)。標準インタフェース:Ethernet・RS-232・RS-422/485・USBホスト(USB-A)2ch(ホワイトモデルは1ch)・USBデバイス(USB Mini-B)1ch・SDメモリカードインタフェース。拡張インタフェース:CC-Link IE TSN・CC-Link IE Control・CC-Link IE Field・CC-Link・Bus・MELSECNET/H。ユーザメモリ:格納用ROM57MB・動作用RAM256MB。マルチタッチ・ジェスチャ機能搭載モデル、映像録画/動画再生/ビデオ入力/RGB入出力対応(GT2705を除く)。電源タイプ:DC(具体的な定格電圧値は三菱総合カタログ本紙に記載なくGOT2000シリーズ専用カタログ・マニュアル要確認)。新規種別が必要(タッチパネル/表示器用の種別コードが未定義のため備考に既存スキーマの代替として記載)。総合カタログ(三菱総合カタログ)E-3・E-5より
三菱電機,GT2710-VTBA,hmi,AC,-,-,-,三菱グラフィックオペレーションターミナル(タッチパネル表示器)GOT2000シリーズGT27モデル。画面サイズ10.4型/TFTカラー液晶65536色/解像度VGA(640×480)。標準インタフェース:Ethernet・RS-232・RS-422/485・USBホスト(USB-A)2ch(ホワイトモデルは1ch)・USBデバイス(USB Mini-B)1ch・SDメモリカードインタフェース。拡張インタフェース:CC-Link IE TSN・CC-Link IE Control・CC-Link IE Field・CC-Link・Bus・MELSECNET/H。ユーザメモリ:格納用ROM57MB・動作用RAM256MB。マルチタッチ・ジェスチャ機能搭載モデル、映像録画/動画再生/ビデオ入力/RGB入出力対応(GT2705を除く)。電源タイプ:AC(具体的な定格電圧値は三菱総合カタログ本紙に記載なくGOT2000シリーズ専用カタログ・マニュアル要確認)。新規種別が必要(タッチパネル/表示器用の種別コードが未定義のため備考に既存スキーマの代替として記載)。総合カタログ(三菱総合カタログ)E-3・E-5より
三菱電機,GT2710-VTBD,hmi,DC,-,-,-,三菱グラフィックオペレーションターミナル(タッチパネル表示器)GOT2000シリーズGT27モデル。画面サイズ10.4型/TFTカラー液晶65536色/解像度VGA(640×480)。標準インタフェース:Ethernet・RS-232・RS-422/485・USBホスト(USB-A)2ch(ホワイトモデルは1ch)・USBデバイス(USB Mini-B)1ch・SDメモリカードインタフェース。拡張インタフェース:CC-Link IE TSN・CC-Link IE Control・CC-Link IE Field・CC-Link・Bus・MELSECNET/H。ユーザメモリ:格納用ROM57MB・動作用RAM256MB。マルチタッチ・ジェスチャ機能搭載モデル、映像録画/動画再生/ビデオ入力/RGB入出力対応(GT2705を除く)。電源タイプ:DC(具体的な定格電圧値は三菱総合カタログ本紙に記載なくGOT2000シリーズ専用カタログ・マニュアル要確認)。新規種別が必要(タッチパネル/表示器用の種別コードが未定義のため備考に既存スキーマの代替として記載)。総合カタログ(三菱総合カタログ)E-3・E-5より
三菱電機,GT2710-VTWA,hmi,AC,-,-,-,三菱グラフィックオペレーションターミナル(タッチパネル表示器)GOT2000シリーズGT27モデル。画面サイズ10.4型/TFTカラー液晶65536色/解像度VGA(640×480)。ホワイトモデル(USBホストは1ch)。標準インタフェース:Ethernet・RS-232・RS-422/485・USBホスト(USB-A)2ch(ホワイトモデルは1ch)・USBデバイス(USB Mini-B)1ch・SDメモリカードインタフェース。拡張インタフェース:CC-Link IE TSN・CC-Link IE Control・CC-Link IE Field・CC-Link・Bus・MELSECNET/H。ユーザメモリ:格納用ROM57MB・動作用RAM256MB。マルチタッチ・ジェスチャ機能搭載モデル、映像録画/動画再生/ビデオ入力/RGB入出力対応(GT2705を除く)。電源タイプ:AC(具体的な定格電圧値は三菱総合カタログ本紙に記載なくGOT2000シリーズ専用カタログ・マニュアル要確認)。新規種別が必要(タッチパネル/表示器用の種別コードが未定義のため備考に既存スキーマの代替として記載)。総合カタログ(三菱総合カタログ)E-3・E-5より
三菱電機,GT2710-VTWD,hmi,DC,-,-,-,三菱グラフィックオペレーションターミナル(タッチパネル表示器)GOT2000シリーズGT27モデル。画面サイズ10.4型/TFTカラー液晶65536色/解像度VGA(640×480)。ホワイトモデル(USBホストは1ch)。標準インタフェース:Ethernet・RS-232・RS-422/485・USBホスト(USB-A)2ch(ホワイトモデルは1ch)・USBデバイス(USB Mini-B)1ch・SDメモリカードインタフェース。拡張インタフェース:CC-Link IE TSN・CC-Link IE Control・CC-Link IE Field・CC-Link・Bus・MELSECNET/H。ユーザメモリ:格納用ROM57MB・動作用RAM256MB。マルチタッチ・ジェスチャ機能搭載モデル、映像録画/動画再生/ビデオ入力/RGB入出力対応(GT2705を除く)。電源タイプ:DC(具体的な定格電圧値は三菱総合カタログ本紙に記載なくGOT2000シリーズ専用カタログ・マニュアル要確認)。新規種別が必要(タッチパネル/表示器用の種別コードが未定義のため備考に既存スキーマの代替として記載)。総合カタログ(三菱総合カタログ)E-3・E-5より
