三菱電機,HK-MT053W,motor,AC200V(対応サーボアンプ:200V系/MR-J5),1.2A(定格)/4.3A(瞬時最大),"U,V,W,PE",-,回転型サーボモータHK-MTシリーズ(超低慣性/小容量)。フランジ40mm角。定格出力0.05kW、定格トルク0.16N・m、定格回転速度3000r/min、質量0.31kg(ブレーキなし)。ブレーキ付きはHK-MT053WB(DC24Vブレーキ)。総合カタログD-52ページ標準仕様表より。端子はU/V/W/PEの一般名称で記載、現物ラベル/取扱説明書で要確認
三菱電機,HK-MT13W,motor,AC200V(対応サーボアンプ:200V系/MR-J5),1.2A(定格)/4.6A(瞬時最大),"U,V,W,PE",-,回転型サーボモータHK-MTシリーズ(超低慣性/小容量)。フランジ40mm角。定格出力0.1kW、定格トルク0.32N・m、定格回転速度3000r/min、質量0.43kg(ブレーキなし)。ブレーキ付きはHK-MT13WB。総合カタログD-52ページ標準仕様表より。端子はU/V/W/PEの一般名称で記載、現物ラベル/取扱説明書で要確認
三菱電機,HK-MT1M3W,motor,AC200V(対応サーボアンプ:200V系/MR-J5),1.2A(定格)/4.6A(瞬時最大),"U,V,W,PE",-,回転型サーボモータHK-MTシリーズ(超低慣性/小容量)。フランジ40mm角。定格出力0.15kW、定格トルク0.48N・m、定格回転速度3000r/min、質量0.54kg(ブレーキなし)。ブレーキ付きはHK-MT1M3WB。総合カタログD-52ページ標準仕様表より。端子はU/V/W/PEの一般名称で記載、現物ラベル/取扱説明書で要確認
三菱電機,HK-MT23W,motor,AC200V(対応サーボアンプ:200V系/MR-J5),1.6A(定格)/6.3A(瞬時最大),"U,V,W,PE",-,回転型サーボモータHK-MTシリーズ(超低慣性/小容量)。フランジ60mm角。定格出力0.2kW、定格トルク0.64N・m、定格回転速度3000r/min、質量0.92kg(ブレーキなし)。ブレーキ付きはHK-MT23WB。総合カタログD-52ページ標準仕様表より。端子はU/V/W/PEの一般名称で記載、現物ラベル/取扱説明書で要確認
三菱電機,HK-MT43W,motor,AC200V(対応サーボアンプ:200V系/MR-J5),2.5A(定格)/9.7A(瞬時最大),"U,V,W,PE",-,回転型サーボモータHK-MTシリーズ(超低慣性/小容量)。フランジ60mm角。定格出力0.4kW、定格トルク1.3N・m、定格回転速度3000r/min、質量1.4kg(ブレーキなし)。ブレーキ付きはHK-MT43WB。総合カタログD-52ページ標準仕様表より。端子はU/V/W/PEの一般名称で記載、現物ラベル/取扱説明書で要確認
三菱電機,HK-MT63W,motor,AC200V(対応サーボアンプ:200V系/MR-J5),5.3A(定格)/21A(瞬時最大),"U,V,W,PE",-,回転型サーボモータHK-MTシリーズ(超低慣性/小容量)。フランジ80mm角。定格出力0.6kW、定格トルク1.9N・m、定格回転速度3000r/min、質量1.8kg(ブレーキなし)。ブレーキ付きはHK-MT63WB。総合カタログD-52ページ標準仕様表より。端子はU/V/W/PEの一般名称で記載、現物ラベル/取扱説明書で要確認
三菱電機,HK-MT7M3W,motor,AC200V(対応サーボアンプ:200V系/MR-J5),5.8A(定格)/21A(瞬時最大),"U,V,W,PE",-,回転型サーボモータHK-MTシリーズ(超低慣性/小容量)。フランジ80mm角。定格出力0.75kW、定格トルク2.4N・m、定格回転速度3000r/min、質量2.8kg(ブレーキなし)。ブレーキ付きはHK-MT7M3WB。総合カタログD-52ページ標準仕様表より。端子はU/V/W/PEの一般名称で記載、現物ラベル/取扱説明書で要確認
三菱電機,HK-MT103W,motor,AC200V(対応サーボアンプ:200V系/MR-J5),5.4A(定格)/20A(瞬時最大),"U,V,W,PE",-,回転型サーボモータHK-MTシリーズ(超低慣性/小容量)。フランジ80mm角。定格出力1.0kW、定格トルク3.2N・m、定格回転速度3000r/min、質量3.3kg(ブレーキなし)。ブレーキ付きはHK-MT103WB。総合カタログD-52ページ標準仕様表より。端子はU/V/W/PEの一般名称で記載、現物ラベル/取扱説明書で要確認
三菱電機,HK-MT053VW,motor,AC200V(対応サーボアンプ:200V系/MR-J5),1.2A(定格)/4.3A(瞬時最大),"U,V,W,PE",-,回転型サーボモータHK-MTシリーズ高速タイプ(超低慣性/小容量、最大10000r/min)。フランジ40mm角。定格出力0.05kW、定格トルク0.16N・m、定格回転速度3000r/min、質量0.31kg(ブレーキなし)。ブレーキ付きはHK-MT053VWB。総合カタログD-53ページ標準仕様表より。端子はU/V/W/PEの一般名称で記載、現物ラベル/取扱説明書で要確認
三菱電機,HK-MT13VW,motor,AC200V(対応サーボアンプ:200V系/MR-J5),1.2A(定格)/4.6A(瞬時最大),"U,V,W,PE",-,回転型サーボモータHK-MTシリーズ高速タイプ(超低慣性/小容量、最大10000r/min)。フランジ40mm角。定格出力0.1kW、定格トルク0.32N・m、定格回転速度3000r/min、質量0.43kg(ブレーキなし)。ブレーキ付きはHK-MT13VWB。総合カタログD-53ページ標準仕様表より。端子はU/V/W/PEの一般名称で記載、現物ラベル/取扱説明書で要確認
三菱電機,HK-MT1M3VW,motor,AC200V(対応サーボアンプ:200V系/MR-J5),1.2A(定格)/4.6A(瞬時最大),"U,V,W,PE",-,回転型サーボモータHK-MTシリーズ高速タイプ(超低慣性/小容量、最大10000r/min)。フランジ40mm角。定格出力0.15kW、定格トルク0.48N・m、定格回転速度3000r/min、質量0.54kg(ブレーキなし)。ブレーキ付きはHK-MT1M3VWB。総合カタログD-53ページ標準仕様表より。端子はU/V/W/PEの一般名称で記載、現物ラベル/取扱説明書で要確認
三菱電機,HK-MT23VW,motor,AC200V(対応サーボアンプ:200V系/MR-J5),1.6A(定格)/6.3A(瞬時最大),"U,V,W,PE",-,回転型サーボモータHK-MTシリーズ高速タイプ(超低慣性/小容量、最大10000r/min)。フランジ60mm角。定格出力0.2kW、定格トルク0.64N・m、定格回転速度3000r/min、質量0.92kg(ブレーキなし)。ブレーキ付きはHK-MT23VWB。総合カタログD-53ページ標準仕様表より。端子はU/V/W/PEの一般名称で記載、現物ラベル/取扱説明書で要確認
三菱電機,HK-MT43VW,motor,AC200V(対応サーボアンプ:200V系/MR-J5),3.0A(定格)/12A(瞬時最大),"U,V,W,PE",-,回転型サーボモータHK-MTシリーズ高速タイプ(超低慣性/小容量、最大10000r/min)。フランジ60mm角。定格出力0.4kW、定格トルク1.3N・m、定格回転速度3000r/min、質量1.4kg(ブレーキなし)。ブレーキ付きはHK-MT43VWB。総合カタログD-53ページ標準仕様表より。端子はU/V/W/PEの一般名称で記載、現物ラベル/取扱説明書で要確認
三菱電機,HK-MT63VW,motor,AC200V(対応サーボアンプ:200V系/MR-J5),5.3A(定格)/21A(瞬時最大),"U,V,W,PE",-,回転型サーボモータHK-MTシリーズ高速タイプ(超低慣性/小容量、最大10000r/min)。フランジ80mm角。定格出力0.6kW、定格トルク1.9N・m、定格回転速度3000r/min、質量1.8kg(ブレーキなし)。ブレーキ付きはHK-MT63VWB。総合カタログD-53ページ標準仕様表より。端子はU/V/W/PEの一般名称で記載、現物ラベル/取扱説明書で要確認
三菱電機,HK-MT7M3VW,motor,AC200V(対応サーボアンプ:200V系/MR-J5),5.8A(定格)/21A(瞬時最大),"U,V,W,PE",-,回転型サーボモータHK-MTシリーズ高速タイプ(超低慣性/小容量、最大10000r/min)。フランジ80mm角。定格出力0.75kW、定格トルク2.4N・m、定格回転速度3000r/min、質量2.8kg(ブレーキなし)。ブレーキ付きはHK-MT7M3VWB。総合カタログD-53ページ標準仕様表より。端子はU/V/W/PEの一般名称で記載、現物ラベル/取扱説明書で要確認
三菱電機,HK-MT103VW,motor,AC200V(対応サーボアンプ:200V系/MR-J5),8.1A(定格)/30A(瞬時最大),"U,V,W,PE",-,回転型サーボモータHK-MTシリーズ高速タイプ(超低慣性/小容量、最大10000r/min)。フランジ80mm角。定格出力1.0kW、定格トルク3.2N・m、定格回転速度3000r/min、質量3.3kg(ブレーキなし)。ブレーキ付きはHK-MT103VWB。総合カタログD-53ページ標準仕様表より。端子はU/V/W/PEの一般名称で記載、現物ラベル/取扱説明書で要確認
三菱電機,HK-ST52W,motor,AC200V(対応サーボアンプ:200V系/MR-J5),3.0A(定格)/11A(瞬時最大),"U,V,W,PE",-,回転型サーボモータHK-STシリーズ(中慣性/中容量)。フランジ130mm角。定格出力0.5kW、定格トルク2.4N・m、定格回転速度2000r/min、質量5.0kg(ブレーキなし)。ブレーキ付きはHK-ST52WB(DC24Vブレーキ)。総合カタログD-54ページ標準仕様表より。端子はU/V/W/PEの一般名称で記載、現物ラベル/取扱説明書で要確認
三菱電機,HK-ST102W,motor,AC200V(対応サーボアンプ:200V系/MR-J5),5.3A(定格)/18A(瞬時最大),"U,V,W,PE",-,回転型サーボモータHK-STシリーズ(中慣性/中容量)。フランジ130mm角。定格出力1.0kW、定格トルク4.8N・m、定格回転速度2000r/min、質量6.0kg(ブレーキなし)。ブレーキ付きはHK-ST102WB。総合カタログD-54ページ標準仕様表より。端子はU/V/W/PEの一般名称で記載、現物ラベル/取扱説明書で要確認
