オムロン,MY2,coil,AC12・24・100/110・110/120・200/220・220/240 / DC12・24・48・100/110,定格通電電流5A/最大開閉電流5A(最大開閉電圧AC250V・DC125V)/定格負荷AC220V5A・DC24V5A(抵抗負荷)、AC220V2A・DC24V2A(誘導負荷cosφ=0.4・L/R=7ms)/最大開閉力AC1100VA・DC120W(抵抗負荷)、AC440VA・DC48W(誘導負荷),"1,4,5,8,9,12,13,14",2c,2極シングル接点・動作表示灯なし。接点材質Ag。基準形(電気用品安全法準拠品)。動作表示灯なし。オムロン ミニパワーリレー 形MYシリーズ(基準形・プラグイン端子)。コイル定格電圧は複数選択肢の中から注文時指定(1台1電圧、下記が選択可能な定格電圧一覧)。AC仕様=コイル断線自己診断機能あり・ピンクコイルテープ、DC仕様=水色コイルテープ。適合ソケットは別売(P2CF-08/PF083A等、極数に応じたソケットが必要)。端子配置はカタログ20-21ページ端子配置/内部接続図(BOTTOM VIEW)より、ラッチングレバー付き(S)・PCB用(-02)・ケース上面取付(F)・ダイオード内蔵(-D)・CR内蔵(-CR)の各バリエーションは今回未登録(必要時に追加)。MYリレー.pdfカタログ4-11ページより
オムロン,MY2N,coil,AC12・24・100/110・110/120・200/220・220/240 / DC12・24・48・100/110,定格通電電流5A/最大開閉電流5A(最大開閉電圧AC250V・DC125V)/定格負荷AC220V5A・DC24V5A(抵抗負荷)、AC220V2A・DC24V2A(誘導負荷cosφ=0.4・L/R=7ms)/最大開閉力AC1100VA・DC120W(抵抗負荷)、AC440VA・DC48W(誘導負荷),"1,4,5,8,9,12,13,14",2c,2極シングル接点・動作表示灯付き。接点材質Ag。動作表示灯付き(LED色:AC赤・DC緑、コイル通電表示でありコイル接点動作表示ではない)。オムロン ミニパワーリレー 形MYシリーズ(基準形・プラグイン端子)。コイル定格電圧は複数選択肢の中から注文時指定(1台1電圧、下記が選択可能な定格電圧一覧)。AC仕様=コイル断線自己診断機能あり・ピンクコイルテープ、DC仕様=水色コイルテープ。適合ソケットは別売(P2CF-08/PF083A等、極数に応じたソケットが必要)。端子配置はカタログ20-21ページ端子配置/内部接続図(BOTTOM VIEW)より、ラッチングレバー付き(S)・PCB用(-02)・ケース上面取付(F)・ダイオード内蔵(-D)・CR内蔵(-CR)の各バリエーションは今回未登録(必要時に追加)。MYリレー.pdfカタログ4-11ページより
オムロン,MY2Z,coil,AC12・24・100/110・110/120・200/220・220/240 / DC12・24・48・100/110,定格通電電流5A/最大開閉電流10A(最大開閉電圧AC250V・DC125V)/定格負荷AC220V5A・DC24V5A(抵抗負荷)、AC220V2A・DC24V2A(誘導負荷cosφ=0.4・L/R=7ms)/最大開閉力AC1100VA・DC120W(抵抗負荷)、AC440VA・DC48W(誘導負荷),"1,4,5,8,9,12,13,14",2c,2極ツイン接点・動作表示灯なし。接点材質Auメッキ+Ag。ツイン接点で接触信頼性向上。動作表示灯なし。オムロン ミニパワーリレー 形MYシリーズ(基準形・プラグイン端子)。コイル定格電圧は複数選択肢の中から注文時指定(1台1電圧、下記が選択可能な定格電圧一覧)。AC仕様=コイル断線自己診断機能あり・ピンクコイルテープ、DC仕様=水色コイルテープ。適合ソケットは別売(P2CF-08/PF083A等、極数に応じたソケットが必要)。端子配置はカタログ20-21ページ端子配置/内部接続図(BOTTOM VIEW)より、ラッチングレバー付き(S)・PCB用(-02)・ケース上面取付(F)・ダイオード内蔵(-D)・CR内蔵(-CR)の各バリエーションは今回未登録(必要時に追加)。MYリレー.pdfカタログ4-11ページより
オムロン,MY2ZN,coil,AC12・24・100/110・110/120・200/220・220/240 / DC12・24・48・100/110,定格通電電流5A/最大開閉電流10A(最大開閉電圧AC250V・DC125V)/定格負荷AC220V5A・DC24V5A(抵抗負荷)、AC220V2A・DC24V2A(誘導負荷cosφ=0.4・L/R=7ms)/最大開閉力AC1100VA・DC120W(抵抗負荷)、AC440VA・DC48W(誘導負荷),"1,4,5,8,9,12,13,14",2c,2極ツイン接点・動作表示灯付き。接点材質Auメッキ+Ag。ツイン接点で接触信頼性向上。動作表示灯付き。オムロン ミニパワーリレー 形MYシリーズ(基準形・プラグイン端子)。コイル定格電圧は複数選択肢の中から注文時指定(1台1電圧、下記が選択可能な定格電圧一覧)。AC仕様=コイル断線自己診断機能あり・ピンクコイルテープ、DC仕様=水色コイルテープ。適合ソケットは別売(P2CF-08/PF083A等、極数に応じたソケットが必要)。端子配置はカタログ20-21ページ端子配置/内部接続図(BOTTOM VIEW)より、ラッチングレバー付き(S)・PCB用(-02)・ケース上面取付(F)・ダイオード内蔵(-D)・CR内蔵(-CR)の各バリエーションは今回未登録(必要時に追加)。MYリレー.pdfカタログ4-11ページより
オムロン,MY3,coil,AC12・24・100/110・110/120・200/220・220/240 / DC12・24・48・100/110,定格通電電流5A/最大開閉電流5A(最大開閉電圧AC250V・DC125V)/定格負荷AC220V5A・DC24V5A(抵抗負荷)、AC220V2A・DC24V2A(誘導負荷cosφ=0.4・L/R=7ms)/最大開閉力AC1100VA・DC120W(抵抗負荷)、AC440VA・DC48W(誘導負荷),"1,2,3,4,5,6,7,8,9,10,11",3c,3極シングル接点・動作表示灯なし。接点材質Ag。コイル仕様はコイルテープ無地(白)で電圧印字表記(MY3のみの例外仕様)。動作表示灯なし。オムロン ミニパワーリレー 形MYシリーズ(基準形・プラグイン端子)。コイル定格電圧は複数選択肢の中から注文時指定(1台1電圧、下記が選択可能な定格電圧一覧)。AC仕様=コイル断線自己診断機能あり・ピンクコイルテープ、DC仕様=水色コイルテープ。適合ソケットは別売(P2CF-08/PF083A等、極数に応じたソケットが必要)。端子配置はカタログ20-21ページ端子配置/内部接続図(BOTTOM VIEW)より、ラッチングレバー付き(S)・PCB用(-02)・ケース上面取付(F)・ダイオード内蔵(-D)・CR内蔵(-CR)の各バリエーションは今回未登録(必要時に追加)。MYリレー.pdfカタログ4-11ページより
オムロン,MY3N,coil,AC12・24・100/110・110/120・200/220・220/240 / DC12・24・48・100/110,定格通電電流5A/最大開閉電流5A(最大開閉電圧AC250V・DC125V)/定格負荷AC220V5A・DC24V5A(抵抗負荷)、AC220V2A・DC24V2A(誘導負荷cosφ=0.4・L/R=7ms)/最大開閉力AC1100VA・DC120W(抵抗負荷)、AC440VA・DC48W(誘導負荷),"1,2,3,4,5,6,7,8,9,10,11",3c,3極シングル接点・動作表示灯付き。接点材質Ag。動作表示灯付き。オムロン ミニパワーリレー 形MYシリーズ(基準形・プラグイン端子)。コイル定格電圧は複数選択肢の中から注文時指定(1台1電圧、下記が選択可能な定格電圧一覧)。AC仕様=コイル断線自己診断機能あり・ピンクコイルテープ、DC仕様=水色コイルテープ。適合ソケットは別売(P2CF-08/PF083A等、極数に応じたソケットが必要)。端子配置はカタログ20-21ページ端子配置/内部接続図(BOTTOM VIEW)より、ラッチングレバー付き(S)・PCB用(-02)・ケース上面取付(F)・ダイオード内蔵(-D)・CR内蔵(-CR)の各バリエーションは今回未登録(必要時に追加)。MYリレー.pdfカタログ4-11ページより
オムロン,MY4,coil,AC12・24・100/110・110/120・200/220・220/240 / DC12・24・48・100/110,定格通電電流3A(ラッチングレバー付は5A)/最大開閉電流3A(最大開閉電圧AC250V・DC125V)/定格負荷AC220V3A・DC24V3A(抵抗負荷)、AC220V0.8A・DC24V1.5A(誘導負荷cosφ=0.4・L/R=7ms)/最大開閉力AC660VA・DC72W(抵抗負荷)、AC176VA・DC36W(誘導負荷),"1,2,3,4,5,6,7,8,9,10,11,12,13,14",4c,4極シングル接点・動作表示灯なし。接点材質Auクラッド+Ag合金。動作表示灯なし。オムロン ミニパワーリレー 形MYシリーズ(基準形・プラグイン端子)。コイル定格電圧は複数選択肢の中から注文時指定(1台1電圧、下記が選択可能な定格電圧一覧)。AC仕様=コイル断線自己診断機能あり・ピンクコイルテープ、DC仕様=水色コイルテープ。適合ソケットは別売(P2CF-08/PF083A等、極数に応じたソケットが必要)。端子配置はカタログ20-21ページ端子配置/内部接続図(BOTTOM VIEW)より、ラッチングレバー付き(S)・PCB用(-02)・ケース上面取付(F)・ダイオード内蔵(-D)・CR内蔵(-CR)の各バリエーションは今回未登録(必要時に追加)。MYリレー.pdfカタログ4-11ページより
オムロン,MY4N,coil,AC12・24・100/110・110/120・200/220・220/240 / DC12・24・48・100/110,定格通電電流3A(ラッチングレバー付は5A)/最大開閉電流3A(最大開閉電圧AC250V・DC125V)/定格負荷AC220V3A・DC24V3A(抵抗負荷)、AC220V0.8A・DC24V1.5A(誘導負荷cosφ=0.4・L/R=7ms)/最大開閉力AC660VA・DC72W(抵抗負荷)、AC176VA・DC36W(誘導負荷),"1,2,3,4,5,6,7,8,9,10,11,12,13,14",4c,4極シングル接点・動作表示灯付き。接点材質Auクラッド+Ag合金。動作表示灯付き。オムロン ミニパワーリレー 形MYシリーズ(基準形・プラグイン端子)。コイル定格電圧は複数選択肢の中から注文時指定(1台1電圧、下記が選択可能な定格電圧一覧)。AC仕様=コイル断線自己診断機能あり・ピンクコイルテープ、DC仕様=水色コイルテープ。適合ソケットは別売(P2CF-08/PF083A等、極数に応じたソケットが必要)。端子配置はカタログ20-21ページ端子配置/内部接続図(BOTTOM VIEW)より、ラッチングレバー付き(S)・PCB用(-02)・ケース上面取付(F)・ダイオード内蔵(-D)・CR内蔵(-CR)の各バリエーションは今回未登録(必要時に追加)。MYリレー.pdfカタログ4-11ページより
オムロン,MY4Z,coil,AC100/110・110/120・200/220・220/240 / DC12・24・48・100/110,定格通電電流3A(ラッチングレバー付は5A)/最大開閉電流3A(最大開閉電圧AC250V・DC125V)/定格負荷AC220V3A・DC24V3A(抵抗負荷)、AC220V0.8A・DC24V1.5A(誘導負荷cosφ=0.4・L/R=7ms)/最大開閉力AC660VA・DC72W(抵抗負荷)、AC176VA・DC36W(誘導負荷),"1,2,3,4,5,6,7,8,9,10,11,12,13,14",4c,4極ツイン接点・動作表示灯なし。接点材質Auクラッド+Ag合金。ツイン接点で接触信頼性向上。動作表示灯なし。AC12/24・DC選択肢がMY4より狭い(カタログ規定)。オムロン ミニパワーリレー 形MYシリーズ(基準形・プラグイン端子)。コイル定格電圧は複数選択肢の中から注文時指定(1台1電圧、下記が選択可能な定格電圧一覧)。AC仕様=コイル断線自己診断機能あり・ピンクコイルテープ、DC仕様=水色コイルテープ。適合ソケットは別売(P2CF-08/PF083A等、極数に応じたソケットが必要)。端子配置はカタログ20-21ページ端子配置/内部接続図(BOTTOM VIEW)より、ラッチングレバー付き(S)・PCB用(-02)・ケース上面取付(F)・ダイオード内蔵(-D)・CR内蔵(-CR)の各バリエーションは今回未登録(必要時に追加)。MYリレー.pdfカタログ4-11ページより
オムロン,MY4ZN,coil,AC24・100/110・110/120・200/220・220/240 / DC12・24・100/110,定格通電電流3A(ラッチングレバー付は5A)/最大開閉電流3A(最大開閉電圧AC250V・DC125V)/定格負荷AC220V3A・DC24V3A(抵抗負荷)、AC220V0.8A・DC24V1.5A(誘導負荷cosφ=0.4・L/R=7ms)/最大開閉力AC660VA・DC72W(抵抗負荷)、AC176VA・DC36W(誘導負荷),"1,2,3,4,5,6,7,8,9,10,11,12,13,14",4c,4極ツイン接点・動作表示灯付き。接点材質Auクラッド+Ag合金。ツイン接点で接触信頼性向上。動作表示灯付き。定格電圧選択肢はカタログ規定によりMY4Nより狭い(DC48V無し)。オムロン ミニパワーリレー 形MYシリーズ(基準形・プラグイン端子)。コイル定格電圧は複数選択肢の中から注文時指定(1台1電圧、下記が選択可能な定格電圧一覧)。AC仕様=コイル断線自己診断機能あり・ピンクコイルテープ、DC仕様=水色コイルテープ。適合ソケットは別売(P2CF-08/PF083A等、極数に応じたソケットが必要)。端子配置はカタログ20-21ページ端子配置/内部接続図(BOTTOM VIEW)より、ラッチングレバー付き(S)・PCB用(-02)・ケース上面取付(F)・ダイオード内蔵(-D)・CR内蔵(-CR)の各バリエーションは今回未登録(必要時に追加)。MYリレー.pdfカタログ4-11ページより
