IDEC,HW1B-M1P10B,pb,AC/DC 600V(絶縁電圧),10A(通電電流)/AC-15・DC-13等負荷別定格はP9参照,"3,4",1a,"押ボタンスイッチ(丸平形/モメンタリ形/黒)・完成品・接点定格は負荷種別(AC-12/15,DC-12/13)により異なるため空欄"
IDEC,HW1B-M1P11B,pb,AC/DC 600V(絶縁電圧),10A(通電電流)/AC-15・DC-13等負荷別定格はP9参照,"13,14,21,22",1a-1b,押ボタンスイッチ(丸平形/モメンタリ形/黒)・完成品・2段コンタクトブロック(1a-1b)使用。接点構成1a-1b(a接点・b接点の複合品だが種別はsw_noで登録)
IDEC,HW1B-A1P10B,pb,AC/DC 600V(絶縁電圧),10A(通電電流)/AC-15・DC-13等負荷別定格はP9参照,"3,4",1a,押ボタンスイッチ(丸平形/オルタネイト形=押しボタン保持形/黒)・完成品
IDEC,HW1L-M1P10Q4R,pb_lamp,AC/DC 600V(絶縁)/LED部AC/DC24V,10A(通電・接点)/LED消費電流別途要確認(P10参照),"X1,X2,3,4",1a,照光押ボタンスイッチ(丸平形/記名式/モメンタリ形/赤/LED24V)・完成品・内蔵LED球LSRD-2形相当
IDEC,HW1L-M1P11Q4R,pb_lamp,AC/DC 600V(絶縁)/LED部AC/DC24V,10A(通電・接点)/LED消費電流別途要確認(P10参照),"X1,X2,13,14,21,22",1a-1b,照光押ボタンスイッチ(丸平形/記名式/モメンタリ形/赤/LED24V)・完成品・2段コンタクトブロック使用。接点構成1a-1b(a接点・b接点の複合品だが種別はsw_noで登録)
IDEC,HW7D-B11P1001GR,pb,AC/DC 600V(絶縁電圧),10A(通電電流)/AC-15・DC-13等負荷別定格はP9参照,"1,2,3,4",上側1a/下側1b,2点押ボタンスイッチ(平形-平形/モメンタリ形/上側緑・下側赤)・ユニット品のみ注文可・端子番号はP9のコンタクトブロック番号を準用。接点構成上側1a/下側1b(a接点・b接点の複合品だが種別はsw_noで登録)
IDEC,HW1S-3TP11,selector,AC/DC 600V(絶縁電圧),10A(通電電流)/AC-15・DC-13等負荷別定格はP9参照,"1,2,3,4",1a-1b,セレクタスイッチ(矢形ハンドル/45°3ノッチ)・ユニット品(操作部+コンタクトユニット)・完成品はP26のみ注文可・端子番号はP9のコンタクトブロック番号を準用。接点構成1a-1b(a接点・b接点の複合品だが種別はsw_noで登録)
IDEC,HW1S-3TP20,selector,AC/DC 600V(絶縁電圧),10A(通電電流)/AC-15・DC-13等負荷別定格はP9参照,"13,14,23,24",2a,セレクタスイッチ(矢形ハンドル/45°3ノッチ/2a)・ユニット品・端子番号はP9のコンタクトブロック番号を準用
IDEC,HW1K-3TP11,selector,AC/DC 600V(絶縁電圧),10A(通電電流)/AC-15・DC-13等負荷別定格はP9参照,"1,2,3,4",1a-1b,鍵付セレクタスイッチ(ディスクタンブラータイプ/矢形ハンドル/45°3ノッチ)・ユニット品・完成品はP30のみ注文可・鍵2枚付属・端子番号はP9のコンタクトブロック番号を準用。接点構成1a-1b(a接点・b接点の複合品だが種別はsw_noで登録)
IDEC,HW1F-2TP10Q4R,selector,AC/DC 600V(絶縁)/LED部AC/DC24V,10A(通電・接点)/LED消費電流別途要確認,"X1,X2,3,4",1a,照光セレクタスイッチ(矢形ハンドル/90°2ノッチ/赤/LED24V)・ユニット品・完成品はP35のみ注文可・LED球別売(LSRD-2形)
IDEC,HW1R-2AP11B,selector,AC/DC 600V(絶縁電圧),10A(通電電流)/AC-15・DC-13等負荷別定格はP9参照,"1,2,3,4",1a-1b,セレクタ押ボタンスイッチ(黒ボタン/ノーマルリング)・ユニット品・完成品はP39のみ注文可・端子番号はP9のコンタクトブロック番号を準用。接点構成1a-1b(a接点・b接点の複合品だが種別はsw_noで登録)
IDEC,HW1M-P1010-20,lever,AC/DC 600V(絶縁電圧),10A(通電電流)/AC-15・DC-13等負荷別定格はP9参照,"13,14,23,24",2a,モノレバースイッチ(スタンダード形/2方向上下操作/自己保持-作動阻止-自己保持-作動阻止)・端子番号はP9のコンタクトブロック番号を準用
IDEC,HW1B-V4P11R,pb_estop,AC/DC 600V(絶縁電圧),10A(通電電流)/AC-15・DC-13等負荷別定格はP9参照,"1,2,3,4",1a-1b,非常停止用押ボタンスイッチ(ø40大形/プッシュロックターンリセット形/赤)・完成品・b接点を1回路以上含む構成を推奨。接点構成1a-1b(a接点・b接点の複合品だが種別はsw_noで登録)
IDEC,HW1B-V4P01R,pb_estop,AC/DC 600V(絶縁電圧),10A(通電電流)/AC-15・DC-13等負荷別定格はP9参照,"1,2",1b,非常停止用押ボタンスイッチ(ø40大形/プッシュロックターンリセット形/赤)・完成品・b接点のみの最小構成・非常停止用途では必ずb接点を使用
IDEC,HW1P-1JPQ4R,lamp,AC/DC 24V,要確認(消費電流はDC/ACで異なる、P10参照),"X1,X2",-,パイロットライト(丸平形/赤レンズ)・完成品・LED球内蔵(LSRD-2形相当)
IDEC,HW1P-1JPQ2G,lamp,AC/DC 6V,要確認(消費電流はDC/ACで異なる、P10参照),"X1,X2",-,パイロットライト(丸平形/緑レンズ)・完成品・LED球内蔵(LSRD-6形相当)
