三菱電機,MR-J5W2-22G,servo,AC200V,0.2kW,,-,2軸一体サーボアンプ(CC-Link IE TSN)。各軸0.2kW。総合カタログD-27ページ標準仕様表より。端子番号は総合カタログに記載なし(端子の語が無い)ため空欄。個別カタログ/取説が必要,三菱総合カタログ D-27,https://drive.google.com/file/d/1Zfv9mmULwc8jN2JcZm5pTW69QuGYKX8o/view
三菱電機,MR-J5W2-44G,servo,AC200V,0.4kW,,-,2軸一体サーボアンプ(CC-Link IE TSN)。各軸0.4kW。総合カタログD-27ページ標準仕様表より。端子番号は総合カタログに記載なし(端子の語が無い)ため空欄。個別カタログ/取説が必要,三菱総合カタログ D-27,https://drive.google.com/file/d/1Zfv9mmULwc8jN2JcZm5pTW69QuGYKX8o/view
三菱電機,MR-J5W2-77G,servo,AC200V,0.75kW,,-,2軸一体サーボアンプ(CC-Link IE TSN)。各軸0.75kW。総合カタログD-27ページ標準仕様表より。端子番号は総合カタログに記載なし(端子の語が無い)ため空欄。個別カタログ/取説が必要,三菱総合カタログ D-27,https://drive.google.com/file/d/1Zfv9mmULwc8jN2JcZm5pTW69QuGYKX8o/view
三菱電機,MR-J5W2-1010G,servo,AC200V,1kW,,-,2軸一体サーボアンプ(CC-Link IE TSN)。各軸1kW。総合カタログD-27ページ標準仕様表より。端子番号は総合カタログに記載なし(端子の語が無い)ため空欄。個別カタログ/取説が必要,三菱総合カタログ D-27,https://drive.google.com/file/d/1Zfv9mmULwc8jN2JcZm5pTW69QuGYKX8o/view
三菱電機,MR-J5W3-222G,servo,AC200V,0.2kW,,-,3軸一体サーボアンプ(CC-Link IE TSN)。各軸0.2kW。総合カタログD-28ページ標準仕様表より。端子番号は総合カタログに記載なし(端子の語が無い)ため空欄。個別カタログ/取説が必要,三菱総合カタログ D-28,https://drive.google.com/file/d/14Zi5RkTCJYid--No-2hsYu9QoI-ZiAr4/view
三菱電機,MR-J5W3-444G,servo,AC200V,0.4kW,,-,3軸一体サーボアンプ(CC-Link IE TSN)。各軸0.4kW。総合カタログD-28ページ標準仕様表より。端子番号は総合カタログに記載なし(端子の語が無い)ため空欄。個別カタログ/取説が必要,三菱総合カタログ D-28,https://drive.google.com/file/d/14Zi5RkTCJYid--No-2hsYu9QoI-ZiAr4/view
三菱電機,MR-J5W2-22B,servo,AC200V,0.2kW,,-,2軸一体サーボアンプ(SSCNETIII/H)。各軸0.2kW。電気定格はMR-J5W2-22Gと同一。総合カタログD-34ページ標準仕様表より。端子番号は総合カタログに記載なし(端子の語が無い)ため空欄。個別カタログ/取説が必要,三菱総合カタログ D-34,https://drive.google.com/file/d/1KBk-CFeio9SOya0JQQtQUNoRfiedKWCy/view
三菱電機,MR-J5W2-44B,servo,AC200V,0.4kW,,-,2軸一体サーボアンプ(SSCNETIII/H)。各軸0.4kW。電気定格はMR-J5W2-44Gと同一。総合カタログD-34ページ標準仕様表より。端子番号は総合カタログに記載なし(端子の語が無い)ため空欄。個別カタログ/取説が必要,三菱総合カタログ D-34,https://drive.google.com/file/d/1KBk-CFeio9SOya0JQQtQUNoRfiedKWCy/view
三菱電機,MR-J5W2-77B,servo,AC200V,0.75kW,,-,2軸一体サーボアンプ(SSCNETIII/H)。各軸0.75kW。電気定格はMR-J5W2-77Gと同一。総合カタログD-34ページ標準仕様表より。端子番号は総合カタログに記載なし(端子の語が無い)ため空欄。個別カタログ/取説が必要,三菱総合カタログ D-34,https://drive.google.com/file/d/1KBk-CFeio9SOya0JQQtQUNoRfiedKWCy/view
三菱電機,MR-J5W2-1010B,servo,AC200V,1kW,,-,2軸一体サーボアンプ(SSCNETIII/H)。各軸1kW。電気定格はMR-J5W2-1010Gと同一。総合カタログD-34ページ標準仕様表より。端子番号は総合カタログに記載なし(端子の語が無い)ため空欄。個別カタログ/取説が必要,三菱総合カタログ D-34,https://drive.google.com/file/d/1KBk-CFeio9SOya0JQQtQUNoRfiedKWCy/view
三菱電機,MR-J5W3-222B,servo,AC200V,0.2kW,,-,3軸一体サーボアンプ(SSCNETIII/H)。各軸0.2kW。電気定格はMR-J5W3-222Gと同一。総合カタログD-35ページ標準仕様表より。端子番号は総合カタログに記載なし(端子の語が無い)ため空欄。個別カタログ/取説が必要,三菱総合カタログ D-35,https://drive.google.com/file/d/1te0X9T2Ab7fHf_-_AcXmPZ3Z9faRBYoF/view
三菱電機,MR-J5W3-444B,servo,AC200V,0.4kW,,-,3軸一体サーボアンプ(SSCNETIII/H)。各軸0.4kW。電気定格はMR-J5W3-444Gと同一。総合カタログD-35ページ標準仕様表より。端子番号は総合カタログに記載なし(端子の語が無い)ため空欄。個別カタログ/取説が必要,三菱総合カタログ D-35,https://drive.google.com/file/d/1te0X9T2Ab7fHf_-_AcXmPZ3Z9faRBYoF/view
